time,open,high,low,close,EMA,Smoothing Line,,
2023-09-21T03:00:00+03:00,27125.01,27159.6,27044.8,27046.33,NaN,NaN,,
2023-09-21T04:00:00+03:00,27046.32,27052.59,26979.28,27029.54,NaN,NaN,,
2023-09-21T05:00:00+03:00,27029.55,27056.21,26936.66,26970.79,NaN,NaN,,
2023-09-21T06:00:00+03:00,26970.78,27035.44,26965.68,27035,NaN,NaN,,
2023-09-21T07:00:00+03:00,27034.99,27103.17,26991.06,27093.24,NaN,NaN,,
2023-09-21T08:00:00+03:00,27093.24,27096.36,27032.55,27071.02,NaN,NaN,,
2023-09-21T09:00:00+03:00,27071.03,27073.09,27005,27070,NaN,NaN,,
2023-09-21T10:00:00+03:00,27070,27070.09,26979.92,26990.11,NaN,NaN,,
2023-09-21T11:00:00+03:00,26990.11,27017,26905.67,26926.74,NaN,NaN,,
2023-09-21T12:00:00+03:00,26926.75,26942.53,26689.84,26747.3,NaN,NaN,,
2023-09-21T13:00:00+03:00,26747.3,26799.6,26635.37,26649.89,NaN,NaN,,
2023-09-21T14:00:00+03:00,26649.9,26792.65,26618.9,26730.78,NaN,NaN,,
2023-09-21T15:00:00+03:00,26730.77,26776.98,26559.01,26642.32,NaN,NaN,,
2023-09-21T16:00:00+03:00,26642.33,26655,26380,26419.86,NaN,NaN,,
2023-09-21T17:00:00+03:00,26419.87,26599,26377.7,26582.5,NaN,NaN,,
2023-09-21T18:00:00+03:00,26582.5,26659.12,26541.21,26584.02,NaN,NaN,,
2023-09-21T19:00:00+03:00,26584.01,26603,26545.82,26583.82,NaN,NaN,,
2023-09-21T20:00:00+03:00,26583.81,26696.6,26577.96,26651.55,NaN,NaN,,
2023-09-21T21:00:00+03:00,26651.56,26687.35,26602.5,26606.44,NaN,NaN,,
2023-09-21T22:00:00+03:00,26606.43,26623.07,26555.68,26599.95,NaN,NaN,,
2023-09-21T23:00:00+03:00,26599.95,26606.64,26497.94,26594.26,NaN,NaN,,
2023-09-22T00:00:00+03:00,26594.27,26621.57,26560.82,26613.67,NaN,NaN,,
2023-09-22T01:00:00+03:00,26613.68,26617.28,26550,26590.06,NaN,NaN,,
2023-09-22T02:00:00+03:00,26590.06,26617.58,26556.97,26568.08,26984.444887124933,26984.444887124933,,
2023-09-22T03:00:00+03:00,26568.08,26649.99,26468.77,26643.38,NaN,NaN,,
2023-09-22T04:00:00+03:00,26643.37,26670.13,26566.48,26630.22,NaN,NaN,,
2023-09-22T05:00:00+03:00,26630.22,26644.77,26564.94,26567.66,NaN,NaN,,
2023-09-22T06:00:00+03:00,26567.65,26640,26550.65,26627.77,NaN,NaN,,
2023-09-22T07:00:00+03:00,26627.77,26661.42,26619.66,26647.69,NaN,NaN,,
2023-09-22T08:00:00+03:00,26647.7,26670.15,26609.13,26666.23,NaN,NaN,,
2023-09-22T09:00:00+03:00,26666.23,26686.04,26601.5,26619.99,NaN,NaN,,
2023-09-22T10:00:00+03:00,26619.99,26705.46,26573.93,26674.8,NaN,NaN,,
2023-09-22T11:00:00+03:00,26674.8,26743.38,26665.27,26672.82,NaN,NaN,,
2023-09-22T12:00:00+03:00,26672.82,26673.98,26620.41,26635.84,NaN,NaN,,
2023-09-22T13:00:00+03:00,26635.84,26656.59,26590,26591.81,NaN,NaN,,
2023-09-22T14:00:00+03:00,26591.81,26650.57,26591.8,26640.26,NaN,NaN,,
2023-09-22T15:00:00+03:00,26640.26,26653.12,26580.63,26585.71,NaN,NaN,,
2023-09-22T16:00:00+03:00,26585.72,26620,26556.6,26609.99,NaN,NaN,,
2023-09-22T17:00:00+03:00,26610,26691.91,26590,26679.08,NaN,NaN,,
2023-09-22T18:00:00+03:00,26679.09,26698.29,26629.13,26631.01,NaN,NaN,,
2023-09-22T19:00:00+03:00,26631.01,26644.98,26580,26597.89,NaN,NaN,,
2023-09-22T20:00:00+03:00,26597.89,26628.71,26531.01,26576.22,NaN,NaN,,
2023-09-22T21:00:00+03:00,26576.22,26607.58,26538.73,26593.65,NaN,NaN,,
2023-09-22T22:00:00+03:00,26593.66,26635.73,26532.24,26540.1,NaN,NaN,,
2023-09-22T23:00:00+03:00,26540.1,26565.69,26511,26539.06,NaN,NaN,,
2023-09-23T00:00:00+03:00,26539.06,26575.58,26488,26569.07,NaN,NaN,,
2023-09-23T01:00:00+03:00,26569.07,26585.85,26545.17,26584.41,NaN,NaN,,
2023-09-23T02:00:00+03:00,26584.4,26597.96,26550.38,26580.14,26980.421952924684,26980.421952924684,,
2023-09-23T03:00:00+03:00,26580.14,26614.98,26570.31,26603.1,NaN,NaN,,
2023-09-23T04:00:00+03:00,26603.11,26603.11,26559.37,26579.99,NaN,NaN,,
2023-09-23T05:00:00+03:00,26579.99,26583.31,26545,26545.57,NaN,NaN,,
2023-09-23T06:00:00+03:00,26545.56,26561.58,26524.59,26532.2,NaN,NaN,,
2023-09-23T07:00:00+03:00,26532.21,26554.06,26509,26550.17,NaN,NaN,,
2023-09-23T08:00:00+03:00,26550.16,26555,26541.81,26542.46,NaN,NaN,,
2023-09-23T09:00:00+03:00,26542.46,26582.61,26542.45,26582.61,NaN,NaN,,
2023-09-23T10:00:00+03:00,26582.61,26586.75,26541.67,26585.31,NaN,NaN,,
2023-09-23T11:00:00+03:00,26585.32,26594.78,26554.49,26573.6,NaN,NaN,,
2023-09-23T12:00:00+03:00,26573.59,26580.16,26555,26573.87,NaN,NaN,,
2023-09-23T13:00:00+03:00,26573.88,26581.9,26567.25,26567.26,NaN,NaN,,
2023-09-23T14:00:00+03:00,26567.26,26575.21,26556.74,26575.21,NaN,NaN,,
2023-09-23T15:00:00+03:00,26575.21,26588.5,26559.5,26574.99,NaN,NaN,,
2023-09-23T16:00:00+03:00,26574.99,26583.66,26556.74,26575.13,NaN,NaN,,
2023-09-23T17:00:00+03:00,26575.13,26577.73,26557.36,26566.83,NaN,NaN,,
2023-09-23T18:00:00+03:00,26566.83,26585.06,26546.2,26581.55,NaN,NaN,,
2023-09-23T19:00:00+03:00,26581.55,26608.18,26559.83,26606.31,NaN,NaN,,
2023-09-23T20:00:00+03:00,26606.31,26610,26574.71,26598.31,NaN,NaN,,
2023-09-23T21:00:00+03:00,26598.31,26632.81,26598.31,26615.3,NaN,NaN,,
2023-09-23T22:00:00+03:00,26615.29,26617.05,26597.01,26610.09,NaN,NaN,,
2023-09-23T23:00:00+03:00,26610.09,26612.61,26581.91,26587.75,NaN,NaN,,
2023-09-24T00:00:00+03:00,26587.75,26594.26,26561.38,26568.8,NaN,NaN,,
2023-09-24T01:00:00+03:00,26568.8,26580.82,26561.01,26562.2,NaN,NaN,,
2023-09-24T02:00:00+03:00,26562.2,26575.97,26558.07,26575.96,26976.39745588066,26976.39745588066,,
2023-09-24T03:00:00+03:00,26575.97,26584.32,26560.84,26567.07,NaN,NaN,,
2023-09-24T04:00:00+03:00,26567.07,26588.15,26558.85,26584.4,NaN,NaN,,
2023-09-24T05:00:00+03:00,26584.41,26590.01,26577.56,26586.05,NaN,NaN,,
2023-09-24T06:00:00+03:00,26586.05,26586.06,26565.19,26570.93,NaN,NaN,,
2023-09-24T07:00:00+03:00,26570.93,26573.7,26555.48,26569.77,NaN,NaN,,
2023-09-24T08:00:00+03:00,26569.77,26570.77,26550,26557.99,NaN,NaN,,
2023-09-24T09:00:00+03:00,26557.99,26561.85,26549.31,26553.1,NaN,NaN,,
2023-09-24T10:00:00+03:00,26553.1,26563.44,26550.25,26563.44,NaN,NaN,,
